TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
10;0;0.059;0.117;0.176;0.235;0.293;0.352;1.076;1.801;1.464;1.127;1.87;2.613;3.082;3.551;3.677;3.802;3.718;3.635;3.552;3.468;3.352;3.236;3.119;3.003;2.887;2.771;2.654;2.538;2.422;2.305;2.189;2.073;1.957;1.84;1.724;1.608;1.491;1.375;1.259;1.143;1.071;0.999;0.927;0.855;0.783;0.711;0.639;0.567;0.495;0.423;0.403;0.383;0.363;0.342;0.322;0.302;0.282;0.261;0.241;0.221;0.201;0.18;0.16;0.14;0.12;0.099;0.079;0.059;0.039;0.019
11;0;0.065;0.129;0.194;0.258;0.323;0.387;1.184;1.981;1.61;1.24;2.057;2.874;3.39;3.907;4.044;4.182;4.09;3.999;3.907;3.815;3.687;3.559;3.431;3.303;3.176;3.048;2.92;2.792;2.664;2.536;2.408;2.28;2.152;2.024;1.896;1.769;1.641;1.513;1.385;1.257;1.178;1.099;1.02;0.94;0.861;0.782;0.703;0.624;0.545;0.466;0.443;0.421;0.399;0.377;0.354;0.332;0.31;0.287;0.265;0.243;0.221;0.198;0.176;0.154;0.132;0.109;0.087;0.065;0.043;0.02
12;0;0.07;0.141;0.211;0.282;0.352;0.422;1.292;2.161;1.757;1.353;2.244;3.135;3.698;4.262;4.412;4.562;4.462;4.362;4.262;4.162;4.022;3.883;3.743;3.604;3.464;3.325;3.185;3.046;2.906;2.767;2.627;2.487;2.348;2.208;2.069;1.929;1.79;1.65;1.511;1.371;1.285;1.199;1.112;1.026;0.94;0.853;0.767;0.681;0.594;0.508;0.484;0.459;0.435;0.411;0.386;0.362;0.338;0.314;0.289;0.265;0.241;0.216;0.192;0.168;0.144;0.119;0.095;0.071;0.047;0.022
13;0;0.076;0.153;0.229;0.305;0.381;0.458;1.399;2.341;1.903;1.466;2.431;3.396;4.007;4.617;4.78;4.942;4.834;4.726;4.617;4.509;4.358;4.206;4.055;3.904;3.753;3.602;3.451;3.299;3.148;2.997;2.846;2.695;2.544;2.392;2.241;2.09;1.939;1.788;1.637;1.485;1.392;1.298;1.205;1.111;1.018;0.924;0.831;0.737;0.644;0.55;0.524;0.498;0.471;0.445;0.419;0.392;0.366;0.34;0.313;0.287;0.261;0.235;0.208;0.182;0.156;0.129;0.103;0.077;0.05;0.024
14;0;0.082;0.164;0.246;0.329;0.411;0.493;1.507;2.521;2.05;1.578;2.618;3.658;4.315;4.972;5.147;5.322;5.206;5.089;4.972;4.856;4.693;4.53;4.367;4.204;4.042;3.879;3.716;3.553;3.39;3.228;3.065;2.902;2.739;2.576;2.414;2.251;2.088;1.925;1.762;1.6;1.499;1.398;1.298;1.197;1.096;0.995;0.895;0.794;0.693;0.593;0.564;0.536;0.508;0.479;0.451;0.423;0.394;0.366;0.338;0.309;0.281;0.253;0.224;0.196;0.168;0.139;0.111;0.083;0.054;0.026
15;0;0.088;0.176;0.264;0.352;0.44;0.528;1.614;2.701;2.196;1.691;2.805;3.919;4.623;5.327;5.515;5.703;5.578;5.453;5.327;5.202;5.028;4.854;4.679;4.505;4.33;4.156;3.981;3.807;3.633;3.458;3.284;3.109;2.935;2.76;2.586;2.412;2.237;2.063;1.888;1.714;1.606;1.498;1.39;1.282;1.174;1.067;0.959;0.851;0.743;0.635;0.605;0.574;0.544;0.513;0.483;0.453;0.422;0.392;0.362;0.331;0.301;0.271;0.24;0.21;0.18;0.149;0.119;0.088;0.058;0.028
16;0;0.094;0.188;0.282;0.376;0.469;0.563;1.722;2.881;2.342;1.804;2.992;4.18;4.931;5.682;5.883;6.083;5.949;5.816;5.683;5.549;5.363;5.177;4.991;4.805;4.619;4.433;4.247;4.061;3.875;3.689;3.503;3.317;3.131;2.945;2.758;2.572;2.386;2.2;2.014;1.828;1.713;1.598;1.483;1.368;1.253;1.138;1.022;0.907;0.792;0.677;0.645;0.612;0.58;0.548;0.515;0.483;0.451;0.418;0.386;0.353;0.321;0.289;0.256;0.224;0.192;0.159;0.127;0.094;0.062;0.03
17;0;0.1;0.199;0.299;0.399;0.499;0.599;1.83;3.061;2.489;1.917;3.179;4.442;5.24;6.038;6.25;6.463;6.321;6.18;6.038;5.896;5.698;5.501;5.303;5.105;4.908;4.71;4.512;4.315;4.117;3.919;3.722;3.524;3.326;3.129;2.931;2.733;2.536;2.338;2.14;1.943;1.82;1.698;1.576;1.453;1.331;1.209;1.086;0.964;0.842;0.72;0.685;0.651;0.616;0.582;0.548;0.513;0.479;0.444;0.41;0.376;0.341;0.307;0.272;0.238;0.204;0.169;0.135;0.1;0.066;0.032
18;0;0.106;0.211;0.317;0.422;0.528;0.634;1.937;3.241;2.635;2.029;3.366;4.703;5.548;6.393;6.618;6.843;6.693;6.543;6.393;6.243;6.034;5.824;5.615;5.406;5.196;4.987;4.778;4.568;4.359;4.15;3.94;3.731;3.522;3.313;3.103;2.894;2.685;2.475;2.266;2.057;1.927;1.798;1.668;1.539;1.409;1.28;1.15;1.021;0.891;0.762;0.725;0.689;0.653;0.616;0.58;0.543;0.507;0.47;0.434;0.398;0.361;0.325;0.288;0.252;0.215;0.179;0.143;0.106;0.07;0.033
19;0;0.111;0.223;0.334;0.446;0.557;0.669;2.045;3.421;2.782;2.142;3.553;4.964;5.856;6.748;6.986;7.223;7.065;6.907;6.748;6.59;6.369;6.148;5.927;5.706;5.485;5.264;5.043;4.822;4.601;4.38;4.159;3.938;3.718;3.497;3.276;3.055;2.834;2.613;2.392;2.171;2.034;1.898;1.761;1.624;1.488;1.351;1.214;1.078;0.941;0.804;0.766;0.727;0.689;0.65;0.612;0.573;0.535;0.497;0.458;0.42;0.381;0.343;0.304;0.266;0.227;0.189;0.151;0.112;0.074;0.035
20;0;0.117;0.235;0.352;0.469;0.587;0.704;2.153;3.601;2.928;2.255;3.74;5.225;6.164;7.103;7.353;7.604;7.437;7.27;7.103;6.936;6.704;6.471;6.239;6.006;5.774;5.541;5.309;5.076;4.843;4.611;4.378;4.146;3.913;3.681;3.448;3.216;2.983;2.75;2.518;2.285;2.141;1.998;1.854;1.71;1.566;1.422;1.278;1.134;0.99;0.846;0.806;0.766;0.725;0.685;0.644;0.604;0.563;0.523;0.482;0.442;0.401;0.361;0.32;0.28;0.239;0.199;0.158;0.118;0.078;0.037
21;0;0.123;0.246;0.37;0.493;0.616;0.739;2.26;3.781;3.074;2.367;3.927;5.487;6.472;7.458;7.721;7.984;7.809;7.633;7.458;7.283;7.039;6.795;6.551;6.307;6.062;5.818;5.574;5.33;5.086;4.841;4.597;4.353;4.109;3.865;3.62;3.376;3.132;2.888;2.644;2.4;2.248;2.097;1.946;1.795;1.644;1.493;1.342;1.191;1.04;0.889;0.846;0.804;0.761;0.719;0.676;0.634;0.591;0.549;0.506;0.464;0.421;0.379;0.336;0.294;0.251;0.209;0.166;0.124;0.081;0.039
22;0;0.129;0.258;0.387;0.516;0.645;0.775;2.368;3.961;3.221;2.48;4.114;5.748;6.781;7.813;8.089;8.364;8.18;7.997;7.814;7.63;7.374;7.118;6.863;6.607;6.351;6.095;5.839;5.584;5.328;5.072;4.816;4.56;4.305;4.049;3.793;3.537;3.281;3.025;2.77;2.514;2.356;2.197;2.039;1.881;1.722;1.564;1.406;1.248;1.089;0.931;0.887;0.842;0.798;0.753;0.709;0.664;0.619;0.575;0.53;0.486;0.441;0.397;0.352;0.308;0.263;0.219;0.174;0.13;0.085;0.041
23;0;0.135;0.27;0.405;0.54;0.675;0.81;2.476;4.141;3.367;2.593;4.301;6.009;7.089;8.168;8.456;8.744;8.552;8.361;8.169;7.977;7.709;7.442;7.175;6.907;6.64;6.372;6.105;5.837;5.57;5.303;5.035;4.768;4.5;4.233;3.965;3.698;3.43;3.163;2.896;2.628;2.463;2.297;2.132;1.966;1.801;1.635;1.47;1.304;1.139;0.973;0.927;0.88;0.834;0.787;0.741;0.694;0.648;0.601;0.555;0.508;0.461;0.415;0.368;0.322;0.275;0.229;0.182;0.136;0.089;0.043
24;0;0.141;0.282;0.422;0.563;0.704;0.845;2.583;4.321;3.514;2.706;4.488;6.27;7.397;8.524;8.824;9.124;8.924;8.724;8.524;8.324;8.045;7.766;7.487;7.207;6.928;6.649;6.37;6.091;5.812;5.533;5.254;4.975;4.696;4.417;4.138;3.859;3.58;3.3;3.021;2.742;2.57;2.397;2.224;2.052;1.879;1.706;1.534;1.361;1.188;1.016;0.967;0.919;0.87;0.822;0.773;0.724;0.676;0.627;0.579;0.53;0.482;0.433;0.384;0.336;0.287;0.239;0.19;0.142;0.093;0.044
25;0;0.147;0.293;0.44;0.587;0.733;0.88;2.691;4.501;3.66;2.818;4.675;6.532;7.705;8.879;9.192;9.504;9.296;9.088;8.879;8.671;8.38;8.089;7.798;7.508;7.217;6.926;6.636;6.345;6.054;5.764;5.473;5.182;4.892;4.601;4.31;4.019;3.729;3.438;3.147;2.857;2.677;2.497;2.317;2.137;1.957;1.777;1.598;1.418;1.238;1.058;1.007;0.957;0.906;0.856;0.805;0.755;0.704;0.653;0.603;0.552;0.502;0.451;0.4;0.35;0.299;0.249;0.198;0.148;0.097;0.046
26;0;0.153;0.305;0.458;0.61;0.763;0.915;2.798;4.682;3.806;2.931;4.862;6.793;8.013;9.234;9.559;9.885;9.668;9.451;9.234;9.017;8.715;8.413;8.11;7.808;7.506;7.203;6.901;6.599;6.296;5.994;5.692;5.389;5.087;4.785;4.483;4.18;3.878;3.576;3.273;2.971;2.784;2.597;2.41;2.223;2.036;1.849;1.662;1.475;1.287;1.1;1.048;0.995;0.943;0.89;0.837;0.785;0.732;0.68;0.627;0.574;0.522;0.469;0.416;0.364;0.311;0.259;0.206;0.153;0.101;0.048
27;0;0.158;0.317;0.475;0.634;0.792;0.951;2.906;4.862;3.953;3.044;5.049;7.054;8.322;9.589;9.927;10.265;10.04;9.814;9.589;9.364;9.05;8.736;8.422;8.108;7.794;7.481;7.167;6.853;6.539;6.225;5.911;5.597;5.283;4.969;4.655;4.341;4.027;3.713;3.399;3.085;2.891;2.697;2.502;2.308;2.114;1.92;1.725;1.531;1.337;1.143;1.088;1.033;0.979;0.924;0.87;0.815;0.76;0.706;0.651;0.596;0.542;0.487;0.432;0.378;0.323;0.269;0.214;0.159;0.105;0.05
28;0;0.164;0.329;0.493;0.657;0.821;0.986;3.014;5.042;4.099;3.157;5.236;7.315;8.63;9.944;10.295;10.645;10.411;10.178;9.945;9.711;9.385;9.06;8.734;8.409;8.083;7.758;7.432;7.106;6.781;6.455;6.13;5.804;5.478;5.153;4.827;4.502;4.176;3.851;3.525;3.199;2.998;2.797;2.595;2.394;2.192;1.991;1.789;1.588;1.386;1.185;1.128;1.072;1.015;0.958;0.902;0.845;0.788;0.732;0.675;0.618;0.562;0.505;0.448;0.392;0.335;0.279;0.222;0.165;0.109;0.052
29;0;0.17;0.34;0.51;0.681;0.851;1.021;3.121;5.222;4.246;3.269;5.423;7.577;8.938;10.299;10.662;11.025;10.783;10.541;10.3;10.058;9.721;9.383;9.046;8.709;8.372;8.035;7.697;7.36;7.023;6.686;6.349;6.011;5.674;5.337;5;4.663;4.325;3.988;3.651;3.314;3.105;2.896;2.688;2.479;2.271;2.062;1.853;1.645;1.436;1.227;1.169;1.11;1.051;0.993;0.934;0.875;0.817;0.758;0.699;0.641;0.582;0.523;0.465;0.406;0.347;0.288;0.23;0.171;0.112;0.054
30;0;0.176;0.352;0.528;0.704;0.88;1.056;3.229;5.402;4.392;3.382;5.61;7.838;9.246;10.654;11.03;11.405;11.155;10.905;10.655;10.405;10.056;9.707;9.358;9.009;8.661;8.312;7.963;7.614;7.265;6.916;6.567;6.219;5.87;5.521;5.172;4.823;4.474;4.126;3.777;3.428;3.212;2.996;2.78;2.565;2.349;2.133;1.917;1.701;1.486;1.27;1.209;1.148;1.088;1.027;0.966;0.905;0.845;0.784;0.723;0.663;0.602;0.541;0.481;0.42;0.359;0.298;0.238;0.177;0.116;0.056
31;0;0.182;0.364;0.546;0.728;0.909;1.091;3.337;5.582;4.538;3.495;5.797;8.099;9.554;11.01;11.398;11.785;11.527;11.269;11.01;10.752;10.391;10.031;9.67;9.31;8.949;8.589;8.228;7.868;7.507;7.147;6.786;6.426;6.065;5.705;5.345;4.984;4.624;4.263;3.903;3.542;3.319;3.096;2.873;2.65;2.427;2.204;1.981;1.758;1.535;1.312;1.249;1.187;1.124;1.061;0.998;0.936;0.873;0.81;0.747;0.685;0.622;0.559;0.497;0.434;0.371;0.308;0.246;0.183;0.12;0.057
32;0;0.188;0.376;0.563;0.751;0.939;1.127;3.444;5.762;4.685;3.608;5.984;8.36;9.863;11.365;11.765;12.166;11.899;11.632;11.365;11.098;10.726;10.354;9.982;9.61;9.238;8.866;8.494;8.122;7.75;7.377;7.005;6.633;6.261;5.889;5.517;5.145;4.773;4.401;4.029;3.656;3.426;3.196;2.966;2.736;2.505;2.275;2.045;1.815;1.585;1.354;1.29;1.225;1.16;1.095;1.031;0.966;0.901;0.836;0.772;0.707;0.642;0.577;0.513;0.448;0.383;0.318;0.254;0.189;0.124;0.059
33;0;0.194;0.387;0.581;0.775;0.968;1.162;3.552;5.942;4.831;3.72;6.171;8.622;10.171;11.72;12.133;12.546;12.271;11.996;11.72;11.445;11.061;10.678;10.294;9.91;9.527;9.143;8.759;8.375;7.992;7.608;7.224;6.841;6.457;6.073;5.689;5.306;4.922;4.538;4.154;3.771;3.533;3.296;3.059;2.821;2.584;2.346;2.109;1.871;1.634;1.397;1.33;1.263;1.196;1.13;1.063;0.996;0.929;0.862;0.796;0.729;0.662;0.595;0.529;0.462;0.395;0.328;0.261;0.195;0.128;0.061
34;0;0.199;0.399;0.599;0.798;0.997;1.197;3.66;6.122;4.978;3.833;6.358;8.883;10.479;12.075;12.5;12.926;12.643;12.359;12.075;11.792;11.397;11.001;10.606;10.211;9.815;9.42;9.025;8.629;8.234;7.839;7.443;7.048;6.652;6.257;5.862;5.466;5.071;4.676;4.28;3.885;3.64;3.396;3.151;2.907;2.662;2.417;2.173;1.928;1.684;1.439;1.37;1.301;1.233;1.164;1.095;1.026;0.957;0.889;0.82;0.751;0.682;0.613;0.545;0.476;0.407;0.338;0.269;0.201;0.132;0.063
35;0;0.492;0.984;1.476;1.967;2.459;2.951;5.466;7.98;7.76;7.539;9.676;11.813;12.412;13.01;13.241;13.472;13.446;13.42;13.393;13.367;13.057;12.748;12.438;12.128;11.818;11.509;11.199;10.889;10.579;10.27;9.96;9.65;9.34;9.031;8.721;8.411;8.101;7.791;7.482;7.172;6.881;6.59;6.299;6.008;5.717;5.427;5.136;4.845;4.554;4.263;4.059;3.856;3.652;3.448;3.245;3.041;2.837;2.633;2.43;2.226;2.022;1.819;1.615;1.411;1.208;1.004;0.8;0.596;0.393;0.189
36;0;0.684;1.369;2.053;2.737;3.422;4.106;6.742;9.377;9.487;9.597;10.994;12.39;12.789;13.188;13.414;13.64;13.729;13.819;13.908;13.997;13.742;13.488;13.233;12.978;12.724;12.469;12.214;11.96;11.705;11.451;11.196;10.941;10.687;10.432;10.177;9.923;9.668;9.413;9.159;8.904;8.59;8.276;7.962;7.648;7.335;7.021;6.707;6.393;6.079;5.765;5.511;5.258;5.004;4.751;4.497;4.243;3.99;3.736;3.483;3.229;2.975;2.722;2.468;2.215;1.961;1.707;1.454;1.2;0.947;0.693
37;0;0.872;1.745;2.617;3.49;4.362;5.235;7.652;10.07;10.18;10.29;11.44;12.59;12.949;13.309;13.559;13.808;13.938;14.068;14.198;14.328;14.086;13.844;13.602;13.36;13.119;12.877;12.635;12.393;12.152;11.91;11.668;11.426;11.184;10.943;10.701;10.459;10.217;9.976;9.734;9.492;9.161;8.831;8.5;8.169;7.839;7.508;7.177;6.846;6.516;6.185;5.916;5.647;5.378;5.109;4.84;4.571;4.301;4.032;3.763;3.494;3.225;2.956;2.687;2.418;2.149;1.88;1.611;1.342;1.073;0.804
38;0;1.061;2.121;3.182;4.242;5.303;6.363;8.563;10.763;10.873;10.983;11.886;12.789;13.11;13.43;13.703;13.976;14.147;14.317;14.487;14.658;14.429;14.2;13.971;13.742;13.513;13.285;13.056;12.827;12.598;12.369;12.14;11.911;11.682;11.453;11.225;10.996;10.767;10.538;10.309;10.08;9.733;9.385;9.038;8.69;8.343;7.995;7.648;7.3;6.953;6.605;6.32;6.036;5.751;5.467;5.182;4.898;4.613;4.329;4.044;3.76;3.475;3.19;2.906;2.621;2.337;2.052;1.768;1.483;1.199;0.914
39;0;1.189;2.379;3.568;4.758;5.947;7.137;9.097;11.057;11.15;11.242;12.091;12.94;13.267;13.594;13.862;14.13;14.295;14.461;14.626;14.791;14.572;14.354;14.135;13.917;13.698;13.48;13.261;13.042;12.824;12.605;12.387;12.168;11.95;11.731;11.513;11.294;11.075;10.857;10.638;10.42;10.078;9.736;9.394;9.052;8.71;8.368;8.026;7.684;7.342;7;6.699;6.398;6.097;5.796;5.495;5.193;4.892;4.591;4.29;3.989;3.688;3.386;3.085;2.784;2.483;2.182;1.881;1.579;1.278;0.977
40;0;1.318;2.637;3.955;5.274;6.592;7.91;9.631;11.351;11.426;11.501;12.296;13.09;13.425;13.759;14.021;14.284;14.444;14.604;14.764;14.924;14.716;14.508;14.299;14.091;13.883;13.675;13.466;13.258;13.05;12.842;12.633;12.425;12.217;12.009;11.801;11.592;11.384;11.176;10.968;10.759;10.423;10.087;9.75;9.414;9.078;8.741;8.405;8.068;7.732;7.396;7.078;6.76;6.442;6.125;5.807;5.489;5.171;4.853;4.536;4.218;3.9;3.582;3.264;2.947;2.629;2.311;1.993;1.676;1.358;1.04
41;0;1.447;2.895;4.342;5.789;7.237;8.684;10.165;11.645;11.703;11.76;12.5;13.241;13.582;13.923;14.181;14.438;14.593;14.748;14.902;15.057;14.859;14.661;14.463;14.265;14.067;13.87;13.672;13.474;13.276;13.078;12.88;12.682;12.484;12.286;12.089;11.891;11.693;11.495;11.297;11.099;10.768;10.437;10.107;9.776;9.445;9.114;8.783;8.453;8.122;7.791;7.457;7.122;6.788;6.453;6.119;5.785;5.45;5.116;4.781;4.447;4.113;3.778;3.444;3.109;2.775;2.441;2.106;1.772;1.437;1.103
42;0;1.5;2.999;4.499;5.998;7.498;8.997;10.392;11.787;11.88;11.974;12.663;13.353;13.703;14.053;14.321;14.589;14.751;14.914;15.076;15.239;15.039;14.839;14.639;14.439;14.239;14.038;13.838;13.638;13.438;13.238;13.038;12.838;12.638;12.438;12.238;12.038;11.837;11.637;11.437;11.237;10.909;10.581;10.253;9.925;9.596;9.268;8.94;8.612;8.284;7.956;7.614;7.272;6.931;6.589;6.247;5.906;5.564;5.222;4.881;4.539;4.197;3.856;3.514;3.172;2.831;2.489;2.147;1.805;1.464;1.122
43;0;1.552;3.103;4.655;6.207;7.759;9.31;10.619;11.928;12.058;12.187;12.826;13.465;13.824;14.182;14.461;14.739;14.91;15.08;15.251;15.421;15.219;15.016;14.814;14.612;14.41;14.207;14.005;13.803;13.6;13.398;13.196;12.994;12.791;12.589;12.387;12.184;11.982;11.78;11.578;11.375;11.05;10.724;10.399;10.073;9.748;9.422;9.097;8.771;8.446;8.12;7.771;7.422;7.073;6.724;6.375;6.026;5.677;5.329;4.98;4.631;4.282;3.933;3.584;3.235;2.886;2.537;2.188;1.839;1.49;1.141
44;0;1.604;3.208;4.812;6.416;8.02;9.624;10.847;12.07;12.235;12.401;12.989;13.577;13.944;14.311;14.601;14.89;15.068;15.246;15.425;15.603;15.399;15.194;14.99;14.785;14.581;14.376;14.172;13.967;13.763;13.558;13.354;13.149;12.945;12.74;12.536;12.331;12.127;11.922;11.718;11.514;11.191;10.868;10.545;10.222;9.899;9.576;9.253;8.93;8.607;8.285;7.928;7.572;7.216;6.86;6.504;6.147;5.791;5.435;5.079;4.723;4.366;4.01;3.654;3.298;2.942;2.585;2.229;1.873;1.517;1.16
45;0;1.656;3.312;4.968;6.624;8.281;9.937;11.074;12.212;12.413;12.614;13.151;13.689;14.065;14.441;14.741;15.04;15.226;15.412;15.599;15.785;15.578;15.372;15.165;14.958;14.752;14.545;14.338;14.132;13.925;13.718;13.512;13.305;13.098;12.892;12.685;12.478;12.272;12.065;11.858;11.652;11.331;11.011;10.691;10.371;10.05;9.73;9.41;9.09;8.769;8.449;8.086;7.722;7.359;6.995;6.632;6.268;5.905;5.541;5.178;4.814;4.451;4.087;3.724;3.36;2.997;2.634;2.27;1.907;1.543;1.18
46;0;1.708;3.417;5.125;6.833;8.542;10.25;11.302;12.353;12.59;12.828;13.314;13.801;14.186;14.571;14.88;15.19;15.385;15.579;15.773;15.967;15.758;15.549;15.34;15.132;14.923;14.714;14.505;14.296;14.087;13.878;13.67;13.461;13.252;13.043;12.834;12.625;12.416;12.208;11.999;11.79;11.472;11.155;10.837;10.519;10.202;9.884;9.566;9.249;8.931;8.614;8.243;7.872;7.501;7.131;6.76;6.389;6.018;5.648;5.277;4.906;4.535;4.165;3.794;3.423;3.052;2.682;2.311;1.94;1.57;1.199
47;0;1.761;3.521;5.282;7.042;8.803;10.563;11.529;12.495;12.768;13.041;13.477;13.913;14.307;14.7;15.02;15.341;15.543;15.745;15.947;16.149;15.938;15.727;15.516;15.305;15.094;14.883;14.672;14.461;14.25;14.039;13.827;13.616;13.405;13.194;12.983;12.772;12.561;12.35;12.139;11.928;11.613;11.298;10.983;10.668;10.353;10.038;9.723;9.408;9.093;8.778;8.4;8.022;7.644;7.266;6.888;6.51;6.132;5.754;5.376;4.998;4.62;4.242;3.864;3.486;3.108;2.73;2.352;1.974;1.596;1.218
