TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
10;0;0.101;0.202;0.303;0.403;0.515;0.627;0.715;0.803;0.86;0.917;0.933;0.95;0.965;0.98;0.988;0.997;1.005;1.013;0.863;0.713;0.582;0.45;0.353;0.257;0.192;0.127;0.088;0.05;0.032;0.013;0.012;0.011;0.009;0.008;0.007;0.005;0.004;0.003;0.001;0;0;-0.001;-0.001;-0.001;-0.002;-0.002;-0.002;-0.003;-0.003;-0.003;-0.003;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;0;0;0;0
11;0;0.111;0.222;0.333;0.444;0.566;0.689;0.787;0.884;0.946;1.008;1.027;1.045;1.062;1.078;1.087;1.096;1.106;1.115;0.95;0.785;0.64;0.495;0.389;0.282;0.211;0.139;0.097;0.055;0.035;0.015;0.013;0.012;0.01;0.009;0.007;0.006;0.004;0.003;0.001;0;0;-0.001;-0.001;-0.001;-0.002;-0.002;-0.003;-0.003;-0.003;-0.004;-0.003;-0.003;-0.003;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.002;-0.002;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;0;0;0
12;0;0.121;0.242;0.363;0.484;0.618;0.752;0.858;0.964;1.032;1.1;1.12;1.14;1.158;1.176;1.186;1.196;1.206;1.216;1.036;0.856;0.698;0.54;0.424;0.308;0.23;0.152;0.106;0.06;0.038;0.016;0.014;0.013;0.011;0.01;0.008;0.006;0.005;0.003;0.002;0;0;-0.001;-0.001;-0.002;-0.002;-0.002;-0.003;-0.003;-0.004;-0.004;-0.004;-0.004;-0.003;-0.003;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.002;-0.002;-0.001;-0.001;-0.001;-0.001;-0.001;0;0;0
13;0;0.131;0.262;0.393;0.524;0.67;0.815;0.93;1.044;1.118;1.192;1.213;1.235;1.255;1.274;1.285;1.296;1.307;1.317;1.122;0.927;0.756;0.585;0.459;0.334;0.249;0.165;0.115;0.065;0.041;0.017;0.016;0.014;0.012;0.01;0.009;0.007;0.005;0.003;0.002;0;0;-0.001;-0.001;-0.002;-0.002;-0.003;-0.003;-0.003;-0.004;-0.004;-0.004;-0.004;-0.004;-0.003;-0.003;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.002;-0.002;-0.001;-0.001;-0.001;-0.001;0;0;0
14;0;0.141;0.282;0.424;0.565;0.721;0.877;1.001;1.125;1.204;1.283;1.307;1.33;1.351;1.372;1.384;1.395;1.407;1.419;1.209;0.999;0.814;0.63;0.495;0.359;0.268;0.177;0.124;0.07;0.044;0.019;0.017;0.015;0.013;0.011;0.009;0.007;0.006;0.004;0.002;0;0;-0.001;-0.001;-0.002;-0.002;-0.003;-0.003;-0.004;-0.004;-0.005;-0.004;-0.004;-0.004;-0.004;-0.004;-0.003;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.002;-0.001;-0.001;-0.001;-0.001;0;0;0
15;0;0.151;0.303;0.454;0.605;0.773;0.94;1.073;1.205;1.29;1.375;1.4;1.425;1.448;1.47;1.483;1.495;1.508;1.52;1.295;1.07;0.873;0.675;0.53;0.385;0.288;0.19;0.133;0.075;0.048;0.02;0.018;0.016;0.014;0.012;0.01;0.008;0.006;0.004;0.002;0;0;-0.001;-0.001;-0.002;-0.002;-0.003;-0.003;-0.004;-0.005;-0.005;-0.005;-0.005;-0.004;-0.004;-0.004;-0.003;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.002;-0.002;-0.001;-0.001;-0.001;0;0;0
16;0;0.161;0.323;0.484;0.645;0.824;1.003;1.144;1.285;1.376;1.467;1.493;1.52;1.544;1.568;1.581;1.595;1.608;1.621;1.381;1.141;0.931;0.72;0.565;0.411;0.307;0.203;0.141;0.08;0.051;0.021;0.019;0.017;0.015;0.013;0.011;0.009;0.006;0.004;0.002;0;-0.001;-0.001;-0.002;-0.002;-0.003;-0.003;-0.004;-0.004;-0.005;-0.005;-0.005;-0.005;-0.005;-0.004;-0.004;-0.004;-0.003;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.002;-0.001;-0.001;-0.001;-0.001;0;0
17;0;0.171;0.343;0.514;0.686;0.876;1.065;1.216;1.366;1.462;1.558;1.587;1.615;1.64;1.666;1.68;1.694;1.709;1.723;1.468;1.213;0.989;0.765;0.601;0.436;0.326;0.215;0.15;0.085;0.054;0.023;0.02;0.018;0.016;0.014;0.011;0.009;0.007;0.005;0.002;0;-0.001;-0.001;-0.002;-0.002;-0.003;-0.003;-0.004;-0.005;-0.005;-0.006;-0.005;-0.005;-0.005;-0.005;-0.004;-0.004;-0.004;-0.003;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.001;-0.001;-0.001;-0.001;0;0
18;0;0.182;0.363;0.545;0.726;0.927;1.128;1.287;1.446;1.548;1.65;1.68;1.71;1.737;1.764;1.779;1.794;1.809;1.824;1.554;1.284;1.047;0.81;0.636;0.462;0.345;0.228;0.159;0.09;0.057;0.024;0.022;0.019;0.017;0.014;0.012;0.01;0.007;0.005;0.002;0;-0.001;-0.001;-0.002;-0.002;-0.003;-0.004;-0.004;-0.005;-0.005;-0.006;-0.006;-0.005;-0.005;-0.005;-0.005;-0.004;-0.004;-0.004;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.001;-0.001;-0.001;-0.001;0;0
19;0;0.192;0.383;0.575;0.766;0.978;1.191;1.358;1.526;1.634;1.742;1.773;1.805;1.834;1.862;1.878;1.894;1.91;1.925;1.64;1.355;1.105;0.855;0.671;0.488;0.364;0.241;0.168;0.095;0.06;0.025;0.023;0.02;0.018;0.015;0.013;0.01;0.008;0.005;0.003;0;-0.001;-0.001;-0.002;-0.003;-0.003;-0.004;-0.004;-0.005;-0.006;-0.006;-0.006;-0.006;-0.005;-0.005;-0.005;-0.004;-0.004;-0.004;-0.003;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.001;-0.001;-0.001;0;0
20;0;0.202;0.403;0.605;0.807;1.03;1.253;1.43;1.607;1.72;1.833;1.867;1.9;1.93;1.96;1.977;1.993;2.01;2.027;1.727;1.427;1.163;0.9;0.707;0.513;0.383;0.253;0.177;0.1;0.063;0.027;0.024;0.021;0.019;0.016;0.013;0.011;0.008;0.005;0.003;0;-0.001;-0.001;-0.002;-0.003;-0.003;-0.004;-0.005;-0.005;-0.006;-0.007;-0.006;-0.006;-0.006;-0.005;-0.005;-0.005;-0.004;-0.004;-0.004;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.001;-0.001;-0.001;0;0
21;0;0.212;0.424;0.635;0.847;1.082;1.316;1.502;1.687;1.806;1.925;1.96;1.995;2.027;2.058;2.076;2.093;2.111;2.128;1.813;1.498;1.222;0.945;0.742;0.539;0.402;0.266;0.185;0.105;0.067;0.028;0.025;0.022;0.02;0.017;0.014;0.011;0.008;0.006;0.003;0;-0.001;-0.001;-0.002;-0.003;-0.003;-0.004;-0.005;-0.006;-0.006;-0.007;-0.007;-0.006;-0.006;-0.006;-0.005;-0.005;-0.005;-0.004;-0.004;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.001;-0.001;-0.001;0;0
22;0;0.222;0.444;0.665;0.887;1.133;1.379;1.573;1.767;1.892;2.017;2.053;2.09;2.123;2.156;2.174;2.193;2.211;2.229;1.899;1.569;1.28;0.99;0.777;0.565;0.422;0.279;0.194;0.11;0.07;0.029;0.026;0.023;0.021;0.018;0.015;0.012;0.009;0.006;0.003;0;-0.001;-0.001;-0.002;-0.003;-0.004;-0.004;-0.005;-0.006;-0.007;-0.007;-0.007;-0.007;-0.006;-0.006;-0.005;-0.005;-0.005;-0.004;-0.004;-0.004;-0.003;-0.003;-0.003;-0.002;-0.002;-0.001;-0.001;-0.001;0;0
23;0;0.232;0.464;0.696;0.928;1.185;1.441;1.645;1.848;1.978;2.108;2.147;2.185;2.22;2.254;2.273;2.292;2.312;2.331;1.986;1.641;1.338;1.035;0.813;0.59;0.441;0.291;0.203;0.115;0.073;0.031;0.028;0.025;0.021;0.018;0.015;0.012;0.009;0.006;0.003;0;-0.001;-0.002;-0.002;-0.003;-0.004;-0.005;-0.005;-0.006;-0.007;-0.008;-0.007;-0.007;-0.007;-0.006;-0.006;-0.005;-0.005;-0.005;-0.004;-0.004;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.001;-0.001;0;0
24;0;0.242;0.484;0.726;0.968;1.236;1.504;1.716;1.928;2.064;2.2;2.24;2.28;2.316;2.352;2.372;2.392;2.412;2.432;2.072;1.712;1.396;1.08;0.848;0.616;0.46;0.304;0.212;0.12;0.076;0.032;0.029;0.026;0.022;0.019;0.016;0.013;0.01;0.006;0.003;0;-0.001;-0.002;-0.002;-0.003;-0.004;-0.005;-0.006;-0.006;-0.007;-0.008;-0.008;-0.007;-0.007;-0.006;-0.006;-0.006;-0.005;-0.005;-0.004;-0.004;-0.004;-0.003;-0.003;-0.002;-0.002;-0.002;-0.001;-0.001;0;0
25;0;0.252;0.504;0.756;1.008;1.288;1.567;1.788;2.008;2.15;2.292;2.333;2.375;2.413;2.45;2.471;2.492;2.513;2.533;2.158;1.783;1.454;1.125;0.883;0.642;0.479;0.317;0.221;0.125;0.079;0.033;0.03;0.027;0.023;0.02;0.017;0.013;0.01;0.007;0.003;0;-0.001;-0.002;-0.002;-0.003;-0.004;-0.005;-0.006;-0.007;-0.007;-0.008;-0.008;-0.007;-0.007;-0.007;-0.006;-0.006;-0.005;-0.005;-0.005;-0.004;-0.004;-0.003;-0.003;-0.003;-0.002;-0.002;-0.001;-0.001;0;0
26;0;0.262;0.524;0.787;1.049;1.339;1.629;1.859;2.089;2.236;2.383;2.427;2.47;2.509;2.548;2.57;2.591;2.613;2.635;2.245;1.855;1.512;1.17;0.919;0.667;0.498;0.329;0.23;0.13;0.082;0.035;0.031;0.028;0.024;0.021;0.017;0.014;0.01;0.007;0.003;0;-0.001;-0.002;-0.003;-0.003;-0.004;-0.005;-0.006;-0.007;-0.008;-0.009;-0.008;-0.008;-0.007;-0.007;-0.007;-0.006;-0.006;-0.005;-0.005;-0.004;-0.004;-0.003;-0.003;-0.003;-0.002;-0.002;-0.001;-0.001;0;0
27;0;0.272;0.545;0.817;1.089;1.39;1.692;1.93;2.169;2.322;2.475;2.52;2.565;2.606;2.646;2.669;2.691;2.714;2.736;2.331;1.926;1.571;1.215;0.954;0.693;0.518;0.342;0.239;0.135;0.086;0.036;0.032;0.029;0.025;0.022;0.018;0.014;0.011;0.007;0.004;0;-0.001;-0.002;-0.003;-0.004;-0.005;-0.005;-0.006;-0.007;-0.008;-0.009;-0.009;-0.008;-0.008;-0.007;-0.007;-0.006;-0.006;-0.005;-0.005;-0.005;-0.004;-0.004;-0.003;-0.003;-0.002;-0.002;-0.001;-0.001;0;0
28;0;0.282;0.565;0.847;1.129;1.442;1.755;2.002;2.249;2.408;2.567;2.613;2.66;2.702;2.744;2.767;2.791;2.814;2.837;2.417;1.997;1.629;1.26;0.989;0.719;0.537;0.355;0.247;0.14;0.089;0.037;0.034;0.03;0.026;0.022;0.019;0.015;0.011;0.007;0.004;0;-0.001;-0.002;-0.003;-0.004;-0.005;-0.006;-0.007;-0.007;-0.008;-0.009;-0.009;-0.008;-0.008;-0.007;-0.007;-0.007;-0.006;-0.006;-0.005;-0.005;-0.004;-0.004;-0.003;-0.003;-0.002;-0.002;-0.001;-0.001;0;0
29;0;0.292;0.585;0.877;1.17;1.494;1.817;2.074;2.33;2.494;2.658;2.707;2.755;2.798;2.842;2.866;2.89;2.915;2.939;2.504;2.069;1.687;1.305;1.025;0.744;0.556;0.367;0.256;0.145;0.092;0.039;0.035;0.031;0.027;0.023;0.019;0.015;0.012;0.008;0.004;0;-0.001;-0.002;-0.003;-0.004;-0.005;-0.006;-0.007;-0.008;-0.009;-0.01;-0.009;-0.009;-0.008;-0.008;-0.007;-0.007;-0.006;-0.006;-0.005;-0.005;-0.004;-0.004;-0.003;-0.003;-0.002;-0.002;-0.001;-0.001;0;0
30;0;0.303;0.605;0.908;1.21;1.545;1.88;2.145;2.41;2.58;2.75;2.8;2.85;2.895;2.94;2.965;2.99;3.015;3.04;2.59;2.14;1.745;1.35;1.06;0.77;0.575;0.38;0.265;0.15;0.095;0.04;0.036;0.032;0.028;0.024;0.02;0.016;0.012;0.008;0.004;0;-0.001;-0.002;-0.003;-0.004;-0.005;-0.006;-0.007;-0.008;-0.009;-0.01;-0.009;-0.009;-0.008;-0.008;-0.007;-0.007;-0.007;-0.006;-0.006;-0.005;-0.004;-0.004;-0.003;-0.003;-0.002;-0.002;-0.002;-0.001;-0.001;0
31;0;0.332;0.663;0.995;1.327;1.688;2.05;2.328;2.607;2.777;2.947;2.998;3.05;3.098;3.147;3.172;3.197;3.223;3.25;2.793;2.337;1.92;1.503;1.19;0.877;0.662;0.447;0.317;0.187;0.122;0.057;0.051;0.045;0.04;0.034;0.028;0.023;0.017;0.011;0.006;0;-0.001;-0.001;-0.002;-0.003;-0.003;-0.004;-0.005;-0.005;-0.006;-0.007;-0.006;-0.006;-0.006;-0.005;-0.005;-0.005;-0.004;-0.004;-0.004;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.001;-0.001;-0.001;0;0
32;0;0.361;0.722;1.083;1.443;1.832;2.22;2.512;2.803;2.973;3.143;3.197;3.25;3.302;3.353;3.378;3.403;3.432;3.46;2.997;2.533;2.095;1.657;1.32;0.983;0.748;0.513;0.368;0.223;0.148;0.073;0.066;0.059;0.051;0.044;0.037;0.029;0.022;0.015;0.007;0;0;-0.001;-0.001;-0.001;-0.002;-0.002;-0.002;-0.003;-0.003;-0.003;-0.003;-0.003;-0.003;-0.003;-0.003;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.001;-0.001;-0.001;-0.001;-0.001;-0.001;0;0;0
33;0;0.39;0.78;1.17;1.56;1.975;2.39;2.695;3;3.17;3.34;3.395;3.45;3.505;3.56;3.585;3.61;3.64;3.67;3.2;2.73;2.27;1.81;1.45;1.09;0.835;0.58;0.42;0.26;0.175;0.09;0.081;0.072;0.063;0.054;0.045;0.036;0.027;0.018;0.009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;0;0.423;0.845;1.268;1.69;2.125;2.56;2.878;3.197;3.363;3.53;3.597;3.663;3.722;3.78;3.807;3.833;3.875;3.917;3.428;2.94;2.465;1.99;1.612;1.233;0.953;0.673;0.492;0.31;0.212;0.113;0.102;0.091;0.079;0.068;0.057;0.045;0.034;0.023;0.011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35;0;0.455;0.91;1.365;1.82;2.275;2.73;3.062;3.393;3.557;3.72;3.798;3.877;3.938;4;4.028;4.057;4.11;4.163;3.657;3.15;2.66;2.17;1.773;1.377;1.072;0.767;0.563;0.36;0.248;0.137;0.123;0.109;0.096;0.082;0.068;0.055;0.041;0.027;0.014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
36;0;0.488;0.975;1.463;1.95;2.425;2.9;3.245;3.59;3.75;3.91;4;4.09;4.155;4.22;4.25;4.28;4.345;4.41;3.885;3.36;2.855;2.35;1.935;1.52;1.19;0.86;0.635;0.41;0.285;0.16;0.144;0.128;0.112;0.096;0.08;0.064;0.048;0.032;0.016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
37;0;0.518;1.037;1.555;2.073;2.577;3.08;3.427;3.773;3.938;4.103;4.198;4.293;4.36;4.427;4.47;4.513;4.582;4.65;4.128;3.607;3.092;2.577;2.132;1.687;1.333;0.98;0.732;0.483;0.34;0.197;0.177;0.157;0.138;0.118;0.098;0.079;0.059;0.039;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
38;0;0.549;1.098;1.647;2.197;2.728;3.26;3.608;3.957;4.127;4.297;4.397;4.497;4.565;4.633;4.69;4.747;4.818;4.89;4.372;3.853;3.328;2.803;2.328;1.853;1.477;1.1;0.828;0.557;0.395;0.233;0.21;0.187;0.163;0.14;0.117;0.093;0.07;0.047;0.023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
39;0;0.58;1.16;1.74;2.32;2.88;3.44;3.79;4.14;4.315;4.49;4.595;4.7;4.77;4.84;4.91;4.98;5.055;5.13;4.615;4.1;3.565;3.03;2.525;2.02;1.62;1.22;0.925;0.63;0.45;0.27;0.243;0.216;0.189;0.162;0.135;0.108;0.081;0.054;0.027;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
40;0;0.612;1.223;1.835;2.447;3.03;3.613;3.97;4.327;4.507;4.687;4.808;4.93;5.003;5.077;5.162;5.247;5.308;5.37;4.858;4.347;3.81;3.273;2.752;2.23;1.798;1.367;1.045;0.723;0.525;0.327;0.294;0.261;0.229;0.196;0.163;0.131;0.098;0.065;0.033;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
41;0;0.643;1.287;1.93;2.573;3.18;3.787;4.15;4.513;4.698;4.883;5.022;5.16;5.237;5.313;5.413;5.513;5.562;5.61;5.102;4.593;4.055;3.517;2.978;2.44;1.977;1.513;1.165;0.817;0.6;0.383;0.345;0.307;0.268;0.23;0.192;0.153;0.115;0.077;0.038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
42;0;0.675;1.35;2.025;2.7;3.33;3.96;4.33;4.7;4.89;5.08;5.235;5.39;5.47;5.55;5.665;5.78;5.815;5.85;5.345;4.84;4.3;3.76;3.205;2.65;2.155;1.66;1.285;0.91;0.675;0.44;0.396;0.352;0.308;0.264;0.22;0.176;0.132;0.088;0.044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
43;0;0.707;1.413;2.12;2.827;3.483;4.14;4.51;4.88;5.077;5.273;5.432;5.59;5.685;5.78;5.898;6.017;6.068;6.12;5.62;5.12;4.573;4.027;3.458;2.89;2.367;1.843;1.44;1.037;0.777;0.517;0.465;0.413;0.362;0.31;0.258;0.207;0.155;0.103;0.052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
44;0;0.738;1.477;2.215;2.953;3.637;4.32;4.69;5.06;5.263;5.467;5.628;5.79;5.9;6.01;6.132;6.253;6.322;6.39;5.895;5.4;4.847;4.293;3.712;3.13;2.578;2.027;1.595;1.163;0.878;0.593;0.534;0.475;0.415;0.356;0.297;0.237;0.178;0.119;0.059;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
45;0;0.77;1.54;2.31;3.08;3.79;4.5;4.87;5.24;5.45;5.66;5.825;5.99;6.115;6.24;6.365;6.49;6.575;6.66;6.17;5.68;5.12;4.56;3.965;3.37;2.79;2.21;1.75;1.29;0.98;0.67;0.603;0.536;0.469;0.402;0.335;0.268;0.201;0.134;0.067;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
46;0;0.804;1.608;2.412;3.216;3.931;4.646;5.015;5.384;5.607;5.83;6.008;6.186;6.323;6.46;6.587;6.714;6.81;6.906;6.441;5.976;5.419;4.862;4.252;3.642;3.038;2.434;1.944;1.454;1.118;0.782;0.704;0.626;0.547;0.469;0.391;0.313;0.235;0.156;0.078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
47;0;0.838;1.676;2.514;3.352;4.072;4.792;5.16;5.528;5.764;6;6.191;6.382;6.531;6.68;6.809;6.938;7.045;7.152;6.712;6.272;5.718;5.164;4.539;3.914;3.286;2.658;2.138;1.618;1.256;0.894;0.805;0.715;0.626;0.536;0.447;0.358;0.268;0.179;0.089;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
48;0;0.872;1.744;2.616;3.488;4.213;4.938;5.305;5.672;5.921;6.17;6.374;6.578;6.739;6.9;7.031;7.162;7.28;7.398;6.983;6.568;6.017;5.466;4.826;4.186;3.534;2.882;2.332;1.782;1.394;1.006;0.905;0.805;0.704;0.604;0.503;0.402;0.302;0.201;0.101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
49;0;0.906;1.812;2.718;3.624;4.354;5.084;5.45;5.816;6.078;6.34;6.557;6.774;6.947;7.12;7.253;7.386;7.515;7.644;7.254;6.864;6.316;5.768;5.113;4.458;3.782;3.106;2.526;1.946;1.532;1.118;1.006;0.894;0.783;0.671;0.559;0.447;0.335;0.224;0.112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50;0;0.94;1.88;2.82;3.76;4.495;5.23;5.595;5.96;6.235;6.51;6.74;6.97;7.155;7.34;7.475;7.61;7.75;7.89;7.525;7.16;6.615;6.07;5.4;4.73;4.03;3.33;2.72;2.11;1.67;1.23;1.107;0.984;0.861;0.738;0.615;0.492;0.369;0.246;0.123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
