TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
10;0;0.008;0.015;0.023;0.03;0.027;0.023;0.018;0.013;0.008;0.003;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002;-0.003;-0.009;-0.015;-0.021;-0.027;-0.033;-0.039;-0.045;-0.051;-0.057;-0.063;-0.066;-0.069;-0.071;-0.074;-0.077;-0.079;-0.082;-0.085;-0.087;-0.09;-0.092;-0.094;-0.096;-0.098;-0.1;-0.102;-0.104;-0.106;-0.108;-0.11;-0.112;-0.114;-0.116;-0.118;-0.12;-0.122;-0.124;-0.126;-0.128;-0.13
11;0;0.008;0.016;0.025;0.033;0.029;0.026;0.02;0.015;0.009;0.004;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002;-0.004;-0.01;-0.017;-0.023;-0.03;-0.037;-0.043;-0.05;-0.056;-0.063;-0.07;-0.073;-0.076;-0.078;-0.081;-0.084;-0.087;-0.09;-0.093;-0.096;-0.099;-0.101;-0.103;-0.106;-0.108;-0.11;-0.112;-0.114;-0.117;-0.119;-0.121;-0.123;-0.125;-0.128;-0.13;-0.132;-0.134;-0.136;-0.139;-0.141;-0.143
12;0;0.009;0.018;0.027;0.036;0.032;0.028;0.022;0.016;0.01;0.004;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002;-0.004;-0.011;-0.018;-0.026;-0.033;-0.04;-0.047;-0.054;-0.062;-0.069;-0.076;-0.079;-0.082;-0.086;-0.089;-0.092;-0.095;-0.098;-0.102;-0.105;-0.108;-0.11;-0.113;-0.115;-0.118;-0.12;-0.122;-0.125;-0.127;-0.13;-0.132;-0.134;-0.137;-0.139;-0.142;-0.144;-0.146;-0.149;-0.151;-0.154;-0.156
13;0;0.01;0.019;0.029;0.039;0.035;0.03;0.024;0.017;0.011;0.004;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002;-0.004;-0.012;-0.02;-0.028;-0.036;-0.043;-0.051;-0.059;-0.067;-0.075;-0.082;-0.086;-0.089;-0.093;-0.096;-0.1;-0.103;-0.107;-0.11;-0.114;-0.117;-0.12;-0.122;-0.125;-0.127;-0.13;-0.133;-0.135;-0.138;-0.14;-0.143;-0.146;-0.148;-0.151;-0.153;-0.156;-0.159;-0.161;-0.164;-0.166;-0.169
14;0;0.01;0.021;0.032;0.042;0.037;0.033;0.026;0.019;0.012;0.005;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002;-0.005;-0.013;-0.021;-0.03;-0.038;-0.047;-0.055;-0.063;-0.072;-0.08;-0.089;-0.092;-0.096;-0.1;-0.104;-0.107;-0.111;-0.115;-0.119;-0.122;-0.126;-0.129;-0.132;-0.134;-0.137;-0.14;-0.143;-0.146;-0.148;-0.151;-0.154;-0.157;-0.16;-0.162;-0.165;-0.168;-0.171;-0.174;-0.176;-0.179;-0.182
15;0;0.011;0.022;0.034;0.045;0.04;0.035;0.028;0.02;0.013;0.005;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002;-0.005;-0.014;-0.023;-0.032;-0.041;-0.05;-0.059;-0.068;-0.077;-0.086;-0.095;-0.099;-0.103;-0.107;-0.111;-0.115;-0.119;-0.123;-0.127;-0.131;-0.135;-0.138;-0.141;-0.144;-0.147;-0.15;-0.153;-0.156;-0.159;-0.162;-0.165;-0.168;-0.171;-0.174;-0.177;-0.18;-0.183;-0.186;-0.189;-0.192;-0.195
16;0;0.012;0.024;0.036;0.048;0.043;0.037;0.029;0.021;0.013;0.005;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003;-0.005;-0.015;-0.025;-0.034;-0.044;-0.053;-0.063;-0.073;-0.082;-0.092;-0.101;-0.106;-0.11;-0.114;-0.118;-0.123;-0.127;-0.131;-0.135;-0.14;-0.144;-0.147;-0.15;-0.154;-0.157;-0.16;-0.163;-0.166;-0.17;-0.173;-0.176;-0.179;-0.182;-0.186;-0.189;-0.192;-0.195;-0.198;-0.202;-0.205;-0.208
17;0;0.013;0.025;0.038;0.051;0.045;0.04;0.031;0.023;0.014;0.006;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003;-0.006;-0.016;-0.026;-0.036;-0.046;-0.057;-0.067;-0.077;-0.087;-0.097;-0.108;-0.112;-0.117;-0.121;-0.126;-0.13;-0.135;-0.139;-0.144;-0.148;-0.153;-0.156;-0.16;-0.163;-0.167;-0.17;-0.173;-0.177;-0.18;-0.184;-0.187;-0.19;-0.194;-0.197;-0.201;-0.204;-0.207;-0.211;-0.214;-0.218;-0.221
18;0;0.014;0.027;0.041;0.054;0.048;0.042;0.033;0.024;0.015;0.006;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003;-0.006;-0.017;-0.028;-0.038;-0.049;-0.06;-0.071;-0.082;-0.092;-0.103;-0.114;-0.119;-0.124;-0.128;-0.133;-0.138;-0.143;-0.148;-0.152;-0.157;-0.162;-0.166;-0.169;-0.173;-0.176;-0.18;-0.184;-0.187;-0.191;-0.194;-0.198;-0.202;-0.205;-0.209;-0.212;-0.216;-0.22;-0.223;-0.227;-0.23;-0.234
19;0;0.014;0.028;0.043;0.057;0.051;0.044;0.035;0.025;0.016;0.006;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003;-0.006;-0.018;-0.029;-0.041;-0.052;-0.063;-0.075;-0.086;-0.098;-0.109;-0.12;-0.125;-0.13;-0.136;-0.141;-0.146;-0.151;-0.156;-0.161;-0.166;-0.171;-0.175;-0.179;-0.182;-0.186;-0.19;-0.194;-0.198;-0.201;-0.205;-0.209;-0.213;-0.217;-0.22;-0.224;-0.228;-0.232;-0.236;-0.239;-0.243;-0.247
20;0;0.015;0.03;0.045;0.06;0.053;0.047;0.037;0.027;0.017;0.007;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003;-0.007;-0.019;-0.031;-0.043;-0.055;-0.067;-0.079;-0.091;-0.103;-0.115;-0.127;-0.132;-0.137;-0.143;-0.148;-0.153;-0.159;-0.164;-0.169;-0.175;-0.18;-0.184;-0.188;-0.192;-0.196;-0.2;-0.204;-0.208;-0.212;-0.216;-0.22;-0.224;-0.228;-0.232;-0.236;-0.24;-0.244;-0.248;-0.252;-0.256;-0.26
21;0;0.016;0.031;0.047;0.063;0.056;0.049;0.039;0.028;0.017;0.007;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003;-0.007;-0.02;-0.032;-0.045;-0.057;-0.07;-0.083;-0.095;-0.108;-0.12;-0.133;-0.139;-0.144;-0.15;-0.155;-0.161;-0.167;-0.172;-0.178;-0.183;-0.189;-0.193;-0.197;-0.202;-0.206;-0.21;-0.214;-0.218;-0.223;-0.227;-0.231;-0.235;-0.239;-0.244;-0.248;-0.252;-0.256;-0.26;-0.265;-0.269;-0.273
22;0;0.016;0.033;0.049;0.066;0.059;0.051;0.04;0.029;0.018;0.007;0.004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004;-0.007;-0.021;-0.034;-0.047;-0.06;-0.073;-0.087;-0.1;-0.113;-0.126;-0.139;-0.145;-0.151;-0.157;-0.163;-0.169;-0.175;-0.18;-0.186;-0.192;-0.198;-0.202;-0.207;-0.211;-0.216;-0.22;-0.224;-0.229;-0.233;-0.238;-0.242;-0.246;-0.251;-0.255;-0.26;-0.264;-0.268;-0.273;-0.277;-0.282;-0.286
23;0;0.017;0.035;0.052;0.069;0.061;0.054;0.042;0.031;0.019;0.008;0.004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004;-0.008;-0.021;-0.035;-0.049;-0.063;-0.077;-0.09;-0.104;-0.118;-0.132;-0.146;-0.152;-0.158;-0.164;-0.17;-0.176;-0.182;-0.189;-0.195;-0.201;-0.207;-0.212;-0.216;-0.221;-0.225;-0.23;-0.235;-0.239;-0.244;-0.248;-0.253;-0.258;-0.262;-0.267;-0.271;-0.276;-0.281;-0.285;-0.29;-0.294;-0.299
24;0;0.018;0.036;0.054;0.072;0.064;0.056;0.044;0.032;0.02;0.008;0.004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004;-0.008;-0.022;-0.037;-0.051;-0.066;-0.08;-0.094;-0.109;-0.123;-0.138;-0.152;-0.158;-0.165;-0.171;-0.178;-0.184;-0.19;-0.197;-0.203;-0.21;-0.216;-0.221;-0.226;-0.23;-0.235;-0.24;-0.245;-0.25;-0.254;-0.259;-0.264;-0.269;-0.274;-0.278;-0.283;-0.288;-0.293;-0.298;-0.302;-0.307;-0.312
25;0;0.019;0.038;0.056;0.075;0.067;0.058;0.046;0.033;0.021;0.008;0.004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004;-0.008;-0.023;-0.038;-0.053;-0.068;-0.083;-0.098;-0.113;-0.128;-0.143;-0.158;-0.165;-0.172;-0.178;-0.185;-0.192;-0.198;-0.205;-0.212;-0.218;-0.225;-0.23;-0.235;-0.24;-0.245;-0.25;-0.255;-0.26;-0.265;-0.27;-0.275;-0.28;-0.285;-0.29;-0.295;-0.3;-0.305;-0.31;-0.315;-0.32;-0.325
26;0;0.02;0.039;0.059;0.078;0.069;0.061;0.048;0.035;0.022;0.009;0.004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004;-0.009;-0.024;-0.04;-0.055;-0.071;-0.087;-0.102;-0.118;-0.133;-0.149;-0.165;-0.172;-0.179;-0.185;-0.192;-0.199;-0.206;-0.213;-0.22;-0.227;-0.234;-0.239;-0.244;-0.25;-0.255;-0.26;-0.265;-0.27;-0.276;-0.281;-0.286;-0.291;-0.296;-0.302;-0.307;-0.312;-0.317;-0.322;-0.328;-0.333;-0.338
27;0;0.02;0.041;0.061;0.081;0.072;0.063;0.05;0.036;0.023;0.009;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005;-0.009;-0.025;-0.041;-0.058;-0.074;-0.09;-0.106;-0.122;-0.139;-0.155;-0.171;-0.178;-0.185;-0.193;-0.2;-0.207;-0.214;-0.221;-0.229;-0.236;-0.243;-0.248;-0.254;-0.259;-0.265;-0.27;-0.275;-0.281;-0.286;-0.292;-0.297;-0.302;-0.308;-0.313;-0.319;-0.324;-0.329;-0.335;-0.34;-0.346;-0.351
28;0;0.021;0.042;0.063;0.084;0.075;0.065;0.051;0.037;0.023;0.009;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005;-0.009;-0.026;-0.043;-0.06;-0.077;-0.093;-0.11;-0.127;-0.144;-0.161;-0.177;-0.185;-0.192;-0.2;-0.207;-0.215;-0.222;-0.23;-0.237;-0.245;-0.252;-0.258;-0.263;-0.269;-0.274;-0.28;-0.286;-0.291;-0.297;-0.302;-0.308;-0.314;-0.319;-0.325;-0.33;-0.336;-0.342;-0.347;-0.353;-0.358;-0.364
29;0;0.022;0.044;0.065;0.087;0.077;0.068;0.053;0.039;0.024;0.01;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005;-0.01;-0.027;-0.044;-0.062;-0.079;-0.097;-0.114;-0.131;-0.149;-0.166;-0.184;-0.191;-0.199;-0.207;-0.215;-0.222;-0.23;-0.238;-0.246;-0.253;-0.261;-0.267;-0.273;-0.278;-0.284;-0.29;-0.296;-0.302;-0.307;-0.313;-0.319;-0.325;-0.331;-0.336;-0.342;-0.348;-0.354;-0.36;-0.365;-0.371;-0.377
30;0;0.022;0.045;0.068;0.09;0.08;0.07;0.055;0.04;0.025;0.01;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005;-0.01;-0.028;-0.046;-0.064;-0.082;-0.1;-0.118;-0.136;-0.154;-0.172;-0.19;-0.198;-0.206;-0.214;-0.222;-0.23;-0.238;-0.246;-0.254;-0.262;-0.27;-0.276;-0.282;-0.288;-0.294;-0.3;-0.306;-0.312;-0.318;-0.324;-0.33;-0.336;-0.342;-0.348;-0.354;-0.36;-0.366;-0.372;-0.378;-0.384;-0.39
31;0;0.027;0.055;0.083;0.11;0.098;0.087;0.068;0.05;0.033;0.017;0.01;0.003;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003;-0.007;-0.023;-0.039;-0.056;-0.072;-0.088;-0.105;-0.121;-0.137;-0.154;-0.17;-0.177;-0.185;-0.192;-0.199;-0.207;-0.214;-0.221;-0.229;-0.236;-0.243;-0.249;-0.255;-0.261;-0.267;-0.272;-0.278;-0.284;-0.29;-0.296;-0.302;-0.308;-0.313;-0.319;-0.325;-0.331;-0.337;-0.342;-0.348;-0.354;-0.36
32;0;0.033;0.065;0.098;0.13;0.117;0.103;0.082;0.06;0.042;0.023;0.015;0.007;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002;-0.003;-0.018;-0.033;-0.047;-0.062;-0.077;-0.091;-0.106;-0.121;-0.135;-0.15;-0.157;-0.163;-0.17;-0.177;-0.183;-0.19;-0.197;-0.203;-0.21;-0.217;-0.222;-0.228;-0.234;-0.239;-0.245;-0.251;-0.256;-0.262;-0.268;-0.273;-0.279;-0.285;-0.29;-0.296;-0.302;-0.307;-0.313;-0.319;-0.324;-0.33
33;0;0.037;0.075;0.112;0.15;0.135;0.12;0.095;0.07;0.05;0.03;0.02;0.01;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.013;-0.026;-0.039;-0.052;-0.065;-0.078;-0.091;-0.104;-0.117;-0.13;-0.136;-0.142;-0.148;-0.154;-0.16;-0.166;-0.172;-0.178;-0.184;-0.19;-0.195;-0.201;-0.207;-0.212;-0.218;-0.223;-0.228;-0.234;-0.24;-0.245;-0.25;-0.256;-0.261;-0.267;-0.272;-0.278;-0.284;-0.289;-0.294;-0.3
34;0;0.045;0.09;0.135;0.18;0.163;0.147;0.118;0.09;0.065;0.04;0.028;0.017;0.01;0.003;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.011;-0.023;-0.034;-0.045;-0.057;-0.068;-0.079;-0.091;-0.102;-0.113;-0.119;-0.124;-0.129;-0.135;-0.14;-0.145;-0.151;-0.156;-0.161;-0.167;-0.172;-0.178;-0.183;-0.189;-0.194;-0.2;-0.205;-0.211;-0.216;-0.222;-0.227;-0.233;-0.238;-0.244;-0.249;-0.255;-0.26;-0.266;-0.271;-0.277
35;0;0.052;0.105;0.157;0.21;0.192;0.173;0.142;0.11;0.08;0.05;0.037;0.023;0.015;0.007;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.01;-0.019;-0.029;-0.039;-0.048;-0.058;-0.068;-0.077;-0.087;-0.097;-0.101;-0.106;-0.111;-0.115;-0.12;-0.125;-0.129;-0.134;-0.139;-0.143;-0.149;-0.154;-0.16;-0.165;-0.171;-0.176;-0.182;-0.187;-0.193;-0.198;-0.204;-0.209;-0.215;-0.22;-0.226;-0.231;-0.237;-0.242;-0.248;-0.253
36;0;0.06;0.12;0.18;0.24;0.22;0.2;0.165;0.13;0.095;0.06;0.045;0.03;0.02;0.01;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008;-0.016;-0.024;-0.032;-0.04;-0.048;-0.056;-0.064;-0.072;-0.08;-0.084;-0.088;-0.092;-0.096;-0.1;-0.104;-0.108;-0.112;-0.116;-0.12;-0.125;-0.131;-0.136;-0.142;-0.147;-0.153;-0.158;-0.164;-0.169;-0.175;-0.181;-0.186;-0.191;-0.197;-0.202;-0.208;-0.214;-0.219;-0.224;-0.23
37;0;0.07;0.14;0.21;0.28;0.26;0.24;0.198;0.157;0.118;0.08;0.058;0.037;0.025;0.013;0.007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.007;-0.013;-0.02;-0.027;-0.033;-0.04;-0.047;-0.053;-0.06;-0.067;-0.071;-0.075;-0.079;-0.083;-0.087;-0.091;-0.095;-0.099;-0.103;-0.107;-0.112;-0.117;-0.122;-0.127;-0.132;-0.137;-0.142;-0.147;-0.152;-0.157;-0.162;-0.167;-0.172;-0.177;-0.182;-0.187;-0.192;-0.197;-0.202;-0.207
38;0;0.08;0.16;0.24;0.32;0.3;0.28;0.232;0.183;0.142;0.1;0.072;0.043;0.03;0.017;0.008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005;-0.011;-0.016;-0.021;-0.027;-0.032;-0.037;-0.043;-0.048;-0.053;-0.057;-0.061;-0.065;-0.069;-0.073;-0.077;-0.081;-0.085;-0.089;-0.093;-0.098;-0.102;-0.107;-0.111;-0.116;-0.12;-0.125;-0.129;-0.134;-0.138;-0.143;-0.147;-0.152;-0.156;-0.161;-0.165;-0.17;-0.174;-0.179;-0.183
39;0;0.09;0.18;0.27;0.36;0.34;0.32;0.265;0.21;0.165;0.12;0.085;0.05;0.035;0.02;0.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.004;-0.008;-0.012;-0.016;-0.02;-0.024;-0.028;-0.032;-0.036;-0.04;-0.044;-0.048;-0.052;-0.056;-0.06;-0.064;-0.068;-0.072;-0.076;-0.08;-0.084;-0.088;-0.092;-0.096;-0.1;-0.104;-0.108;-0.112;-0.116;-0.12;-0.124;-0.128;-0.132;-0.136;-0.14;-0.144;-0.148;-0.152;-0.156;-0.16
40;0;0.103;0.205;0.308;0.41;0.39;0.37;0.31;0.25;0.197;0.143;0.105;0.067;0.047;0.027;0.015;0.003;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003;-0.007;-0.01;-0.013;-0.017;-0.02;-0.023;-0.027;-0.03;-0.033;-0.037;-0.04;-0.043;-0.047;-0.05;-0.053;-0.057;-0.06;-0.063;-0.067;-0.07;-0.074;-0.078;-0.082;-0.086;-0.09;-0.093;-0.097;-0.101;-0.105;-0.109;-0.113;-0.116;-0.12;-0.124;-0.128;-0.132;-0.136;-0.139;-0.143
41;0;0.115;0.23;0.345;0.46;0.44;0.42;0.355;0.29;0.228;0.167;0.125;0.083;0.058;0.033;0.02;0.007;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003;-0.005;-0.008;-0.011;-0.013;-0.016;-0.019;-0.021;-0.024;-0.027;-0.029;-0.032;-0.035;-0.037;-0.04;-0.043;-0.045;-0.048;-0.051;-0.053;-0.057;-0.061;-0.064;-0.068;-0.072;-0.075;-0.079;-0.083;-0.086;-0.09;-0.094;-0.097;-0.101;-0.105;-0.108;-0.112;-0.116;-0.119;-0.123;-0.127
42;0;0.128;0.255;0.383;0.51;0.49;0.47;0.4;0.33;0.26;0.19;0.145;0.1;0.07;0.04;0.025;0.01;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002;-0.004;-0.006;-0.008;-0.01;-0.012;-0.014;-0.016;-0.018;-0.02;-0.022;-0.024;-0.026;-0.028;-0.03;-0.032;-0.034;-0.036;-0.038;-0.04;-0.043;-0.047;-0.05;-0.054;-0.057;-0.061;-0.064;-0.068;-0.072;-0.075;-0.078;-0.082;-0.085;-0.089;-0.092;-0.096;-0.099;-0.103;-0.106;-0.11
43;0;0.143;0.287;0.43;0.573;0.557;0.54;0.462;0.383;0.307;0.23;0.177;0.123;0.088;0.053;0.035;0.017;0.01;0.003;0.002;0;0;0;0;0;0;0;0;0;0;0;-0.002;-0.003;-0.005;-0.007;-0.008;-0.01;-0.012;-0.013;-0.015;-0.017;-0.018;-0.02;-0.022;-0.023;-0.025;-0.027;-0.028;-0.03;-0.032;-0.033;-0.037;-0.04;-0.043;-0.046;-0.049;-0.052;-0.056;-0.059;-0.062;-0.065;-0.068;-0.071;-0.075;-0.078;-0.081;-0.084;-0.087;-0.09;-0.094;-0.097
44;0;0.159;0.318;0.478;0.637;0.623;0.61;0.523;0.437;0.353;0.27;0.208;0.147;0.107;0.067;0.045;0.023;0.015;0.007;0.003;0;0;0;0;0;0;0;0;0;0;0;-0.001;-0.003;-0.004;-0.005;-0.007;-0.008;-0.009;-0.011;-0.012;-0.013;-0.015;-0.016;-0.017;-0.019;-0.02;-0.021;-0.023;-0.024;-0.025;-0.027;-0.029;-0.032;-0.035;-0.038;-0.041;-0.044;-0.046;-0.049;-0.052;-0.055;-0.058;-0.061;-0.063;-0.066;-0.069;-0.072;-0.075;-0.078;-0.081;-0.083
45;0;0.175;0.35;0.525;0.7;0.69;0.68;0.585;0.49;0.4;0.31;0.24;0.17;0.125;0.08;0.055;0.03;0.02;0.01;0.005;0;0;0;0;0;0;0;0;0;0;0;-0.001;-0.002;-0.003;-0.004;-0.005;-0.006;-0.007;-0.008;-0.009;-0.01;-0.011;-0.012;-0.013;-0.014;-0.015;-0.016;-0.017;-0.018;-0.019;-0.02;-0.022;-0.025;-0.028;-0.03;-0.032;-0.035;-0.038;-0.04;-0.043;-0.045;-0.048;-0.05;-0.053;-0.055;-0.057;-0.06;-0.062;-0.065;-0.067;-0.07
46;0;0.197;0.394;0.591;0.788;0.779;0.77;0.667;0.564;0.465;0.366;0.288;0.21;0.157;0.104;0.074;0.044;0.03;0.016;0.01;0.004;0.003;0.002;0.001;0;0;0;0;0;0;0;-0.001;-0.002;-0.002;-0.003;-0.004;-0.005;-0.006;-0.006;-0.007;-0.008;-0.009;-0.01;-0.011;-0.012;-0.013;-0.014;-0.015;-0.016;-0.017;-0.018;-0.02;-0.022;-0.025;-0.027;-0.029;-0.031;-0.033;-0.036;-0.038;-0.04;-0.042;-0.044;-0.047;-0.049;-0.051;-0.053;-0.055;-0.058;-0.06;-0.062
