TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
10;0;0;0;0;0;0;0;0.238;0.476;0.471;0.465;0.609;0.754;1.12;1.487;1.853;2.22;2.12;2.019;1.919;1.819;1.865;1.91;1.956;2.002;2.048;2.075;2.102;2.129;2.156;2.183;2.046;1.91;1.774;1.638;1.502;1.366;1.23;1.094;0.957;0.821;0.788;0.755;0.721;0.688;0.654;0.621;0.588;0.554;0.521;0.488;0.463;0.439;0.414;0.39;0.366;0.341;0.317;0.293;0.268;0.244;0.219;0.195;0.171;0.146;0.122;0.097;0.073;0.049;0.024;0
11;0;0;0;0;0;0;0;0.262;0.524;0.518;0.511;0.67;0.829;1.232;1.636;2.039;2.442;2.332;2.221;2.111;2.001;2.051;2.101;2.152;2.202;2.252;2.282;2.312;2.341;2.371;2.401;2.251;2.101;1.952;1.802;1.652;1.502;1.353;1.203;1.053;0.903;0.867;0.83;0.793;0.757;0.72;0.683;0.646;0.61;0.573;0.536;0.509;0.483;0.456;0.429;0.402;0.375;0.349;0.322;0.295;0.268;0.241;0.215;0.188;0.161;0.134;0.107;0.08;0.054;0.027;0
12;0;0;0;0;0;0;0;0.286;0.572;0.565;0.558;0.731;0.904;1.344;1.784;2.224;2.664;2.544;2.423;2.303;2.183;2.237;2.292;2.347;2.402;2.457;2.489;2.522;2.554;2.587;2.619;2.456;2.292;2.129;1.966;1.802;1.639;1.476;1.312;1.149;0.986;0.945;0.905;0.865;0.825;0.785;0.745;0.705;0.665;0.625;0.585;0.556;0.527;0.497;0.468;0.439;0.41;0.38;0.351;0.322;0.293;0.263;0.234;0.205;0.176;0.146;0.117;0.088;0.058;0.029;0
13;0;0;0;0;0;0;0;0.31;0.619;0.612;0.605;0.792;0.98;1.456;1.933;2.409;2.886;2.756;2.625;2.495;2.364;2.424;2.483;2.543;2.602;2.662;2.697;2.732;2.767;2.802;2.837;2.66;2.483;2.306;2.129;1.952;1.775;1.599;1.422;1.245;1.068;1.024;0.981;0.937;0.894;0.851;0.807;0.764;0.721;0.677;0.634;0.602;0.57;0.539;0.507;0.475;0.444;0.412;0.38;0.349;0.317;0.285;0.254;0.222;0.19;0.158;0.127;0.095;0.063;0.032;0
14;0;0;0;0;0;0;0;0.333;0.667;0.659;0.651;0.853;1.055;1.568;2.082;2.595;3.108;2.968;2.827;2.687;2.546;2.61;2.674;2.738;2.802;2.867;2.904;2.942;2.98;3.018;3.056;2.865;2.674;2.484;2.293;2.103;1.912;1.721;1.531;1.34;1.15;1.103;1.056;1.01;0.963;0.916;0.869;0.823;0.776;0.729;0.683;0.648;0.614;0.58;0.546;0.512;0.478;0.444;0.41;0.375;0.341;0.307;0.273;0.239;0.205;0.171;0.136;0.102;0.068;0.034;0
15;0;0;0;0;0;0;0;0.357;0.714;0.706;0.698;0.914;1.131;1.68;2.23;2.78;3.33;3.18;3.029;2.879;2.728;2.797;2.865;2.934;3.003;3.071;3.112;3.152;3.193;3.233;3.274;3.07;2.865;2.661;2.457;2.253;2.049;1.844;1.64;1.436;1.232;1.182;1.132;1.082;1.032;0.982;0.932;0.881;0.831;0.781;0.731;0.695;0.658;0.622;0.585;0.548;0.512;0.475;0.439;0.402;0.366;0.329;0.293;0.256;0.219;0.183;0.146;0.11;0.073;0.037;0
16;0;0;0;0;0;0;0;0.381;0.762;0.753;0.744;0.975;1.206;1.793;2.379;2.966;3.552;3.392;3.231;3.07;2.91;2.983;3.056;3.13;3.203;3.276;3.319;3.362;3.406;3.449;3.492;3.274;3.056;2.839;2.621;2.403;2.185;1.967;1.75;1.532;1.314;1.261;1.207;1.154;1.1;1.047;0.994;0.94;0.887;0.833;0.78;0.741;0.702;0.663;0.624;0.585;0.546;0.507;0.468;0.429;0.39;0.351;0.312;0.273;0.234;0.195;0.156;0.117;0.078;0.039;0
17;0;0;0;0;0;0;0;0.405;0.81;0.8;0.791;1.036;1.281;1.905;2.528;3.151;3.774;3.603;3.433;3.262;3.092;3.17;3.247;3.325;3.403;3.481;3.527;3.573;3.618;3.664;3.71;3.479;3.247;3.016;2.785;2.553;2.322;2.09;1.859;1.628;1.396;1.339;1.283;1.226;1.169;1.112;1.056;0.999;0.942;0.885;0.829;0.787;0.746;0.704;0.663;0.622;0.58;0.539;0.497;0.456;0.414;0.373;0.332;0.29;0.249;0.207;0.166;0.124;0.083;0.041;0
18;0;0;0;0;0;0;0;0.429;0.857;0.847;0.837;1.097;1.357;2.017;2.676;3.336;3.996;3.815;3.635;3.454;3.274;3.356;3.438;3.521;3.603;3.686;3.734;3.783;3.831;3.88;3.929;3.683;3.438;3.193;2.948;2.703;2.458;2.213;1.968;1.723;1.478;1.418;1.358;1.298;1.238;1.178;1.118;1.058;0.998;0.938;0.878;0.834;0.79;0.746;0.702;0.658;0.614;0.57;0.527;0.483;0.439;0.395;0.351;0.307;0.263;0.219;0.175;0.132;0.088;0.044;0
19;0;0;0;0;0;0;0;0.452;0.905;0.894;0.884;1.158;1.432;2.129;2.825;3.522;4.218;4.027;3.837;3.646;3.456;3.543;3.629;3.716;3.803;3.89;3.942;3.993;4.044;4.095;4.147;3.888;3.629;3.371;3.112;2.854;2.595;2.336;2.078;1.819;1.56;1.497;1.434;1.37;1.307;1.243;1.18;1.116;1.053;0.99;0.926;0.88;0.834;0.787;0.741;0.695;0.648;0.602;0.556;0.509;0.463;0.417;0.371;0.324;0.278;0.232;0.185;0.139;0.093;0.046;0
20;0;0;0;0;0;0;0;0.476;0.953;0.941;0.93;1.219;1.507;2.241;2.974;3.707;4.44;4.239;4.039;3.838;3.638;3.729;3.821;3.912;4.004;4.095;4.149;4.203;4.257;4.311;4.365;4.093;3.821;3.548;3.276;3.004;2.732;2.459;2.187;1.915;1.643;1.576;1.509;1.442;1.376;1.309;1.242;1.175;1.109;1.042;0.975;0.926;0.878;0.829;0.78;0.731;0.683;0.634;0.585;0.536;0.488;0.439;0.39;0.341;0.293;0.244;0.195;0.146;0.097;0.049;0
21;0;0;0;0;0;0;0;0.5;1;0.988;0.977;1.28;1.583;2.353;3.122;3.892;4.662;4.451;4.241;4.03;3.819;3.915;4.012;4.108;4.204;4.3;4.356;4.413;4.47;4.527;4.583;4.297;4.012;3.726;3.44;3.154;2.868;2.582;2.296;2.01;1.725;1.655;1.584;1.514;1.444;1.374;1.304;1.234;1.164;1.094;1.024;0.973;0.921;0.87;0.819;0.768;0.717;0.665;0.614;0.563;0.512;0.461;0.41;0.358;0.307;0.256;0.205;0.154;0.102;0.051;0
22;0;0;0;0;0;0;0;0.524;1.048;1.035;1.023;1.341;1.658;2.465;3.271;4.078;4.884;4.663;4.443;4.222;4.001;4.102;4.203;4.303;4.404;4.505;4.564;4.623;4.683;4.742;4.802;4.502;4.203;3.903;3.604;3.304;3.005;2.705;2.406;2.106;1.807;1.733;1.66;1.586;1.513;1.44;1.366;1.293;1.219;1.146;1.073;1.019;0.965;0.912;0.858;0.804;0.751;0.697;0.644;0.59;0.536;0.483;0.429;0.375;0.322;0.268;0.214;0.161;0.107;0.054;0
23;0;0;0;0;0;0;0;0.548;1.095;1.082;1.07;1.402;1.734;2.577;3.42;4.263;5.106;4.875;4.645;4.414;4.183;4.288;4.394;4.499;4.604;4.709;4.771;4.833;4.896;4.958;5.02;4.707;4.394;4.08;3.767;3.454;3.141;2.828;2.515;2.202;1.889;1.812;1.735;1.659;1.582;1.505;1.428;1.352;1.275;1.198;1.121;1.065;1.009;0.953;0.897;0.841;0.785;0.729;0.673;0.617;0.561;0.505;0.449;0.392;0.336;0.28;0.224;0.168;0.112;0.056;0
24;0;0;0;0;0;0;0;0.571;1.143;1.13;1.116;1.463;1.809;2.689;3.569;4.448;5.328;5.087;4.847;4.606;4.365;4.475;4.585;4.694;4.804;4.914;4.979;5.044;5.108;5.173;5.238;4.911;4.585;4.258;3.931;3.605;3.278;2.951;2.624;2.298;1.971;1.891;1.811;1.731;1.651;1.571;1.49;1.41;1.33;1.25;1.17;1.112;1.053;0.994;0.936;0.878;0.819;0.761;0.702;0.644;0.585;0.527;0.468;0.41;0.351;0.293;0.234;0.176;0.117;0.059;0
25;0;0;0;0;0;0;0;0.595;1.191;1.177;1.163;1.523;1.884;2.801;3.717;4.634;5.55;5.299;5.048;4.798;4.547;4.661;4.776;4.89;5.004;5.119;5.186;5.254;5.321;5.389;5.456;5.116;4.776;4.435;4.095;3.755;3.414;3.074;2.734;2.393;2.053;1.97;1.886;1.803;1.719;1.636;1.553;1.469;1.386;1.302;1.219;1.158;1.097;1.036;0.975;0.914;0.853;0.792;0.731;0.67;0.609;0.548;0.488;0.427;0.366;0.305;0.244;0.183;0.122;0.061;0
26;0;0;0;0;0;0;0;0.619;1.238;1.224;1.209;1.584;1.96;2.913;3.866;4.819;5.772;5.511;5.25;4.99;4.729;4.848;4.967;5.086;5.205;5.323;5.394;5.464;5.534;5.604;5.675;5.321;4.967;4.613;4.259;3.905;3.551;3.197;2.843;2.489;2.135;2.048;1.962;1.875;1.788;1.701;1.615;1.528;1.441;1.354;1.268;1.204;1.141;1.077;1.014;0.951;0.887;0.824;0.761;0.697;0.634;0.57;0.507;0.444;0.38;0.317;0.253;0.19;0.127;0.063;0
27;0;0;0;0;0;0;0;0.643;1.286;1.271;1.256;1.645;2.035;3.025;4.015;5.004;5.994;5.723;5.452;5.181;4.911;5.034;5.158;5.281;5.405;5.528;5.601;5.674;5.747;5.82;5.893;5.525;5.158;4.79;4.423;4.055;3.688;3.32;2.952;2.585;2.217;2.127;2.037;1.947;1.857;1.767;1.677;1.587;1.496;1.406;1.316;1.25;1.185;1.119;1.053;0.987;0.921;0.856;0.79;0.724;0.658;0.592;0.527;0.461;0.395;0.329;0.263;0.197;0.132;0.066;0
28;0;0;0;0;0;0;0;0.667;1.334;1.318;1.302;1.706;2.111;3.137;4.163;5.19;6.216;5.935;5.654;5.373;5.093;5.221;5.349;5.477;5.605;5.733;5.809;5.884;5.96;6.035;6.111;5.73;5.349;4.968;4.586;4.205;3.824;3.443;3.062;2.681;2.3;2.206;2.113;2.019;1.926;1.832;1.739;1.645;1.552;1.458;1.365;1.297;1.229;1.16;1.092;1.024;0.955;0.887;0.819;0.751;0.683;0.614;0.546;0.478;0.41;0.341;0.273;0.205;0.136;0.068;0
29;0;0;0;0;0;0;0;0.691;1.381;1.365;1.349;1.767;2.186;3.249;4.312;5.375;6.438;6.147;5.856;5.565;5.274;5.407;5.54;5.672;5.805;5.938;6.016;6.094;6.173;6.251;6.329;5.934;5.54;5.145;4.75;4.355;3.961;3.566;3.171;2.776;2.382;2.285;2.188;2.091;1.994;1.898;1.801;1.704;1.607;1.511;1.414;1.343;1.272;1.202;1.131;1.06;0.99;0.919;0.848;0.778;0.707;0.636;0.566;0.495;0.424;0.353;0.283;0.212;0.141;0.071;0
30;0;0;0;0;0;0;0;0.714;1.429;1.412;1.395;1.828;2.261;3.361;4.461;5.56;6.66;6.359;6.058;5.757;5.456;5.594;5.731;5.868;6.005;6.143;6.224;6.305;6.386;6.467;6.548;6.139;5.731;5.322;4.914;4.506;4.097;3.689;3.281;2.872;2.464;2.364;2.264;2.163;2.063;1.963;1.863;1.763;1.663;1.563;1.463;1.389;1.316;1.243;1.17;1.097;1.024;0.951;0.878;0.804;0.731;0.658;0.585;0.512;0.439;0.366;0.293;0.219;0.146;0.073;0
31;0;0;0;0;0;0;0;0.738;1.476;1.459;1.442;1.889;2.337;3.473;4.609;5.746;6.882;6.571;6.26;5.949;5.638;5.78;5.922;6.064;6.205;6.347;6.431;6.515;6.598;6.682;6.766;6.344;5.922;5.5;5.078;4.656;4.234;3.812;3.39;2.968;2.546;2.442;2.339;2.235;2.132;2.029;1.925;1.822;1.718;1.615;1.511;1.436;1.36;1.285;1.209;1.133;1.058;0.982;0.907;0.831;0.756;0.68;0.605;0.529;0.453;0.378;0.302;0.227;0.151;0.076;0
32;0;0;0;0;0;0;0;0.762;1.524;1.506;1.488;1.95;2.412;3.585;4.758;5.931;7.104;6.783;6.462;6.141;5.82;5.966;6.113;6.259;6.406;6.552;6.638;6.725;6.811;6.898;6.984;6.548;6.113;5.677;5.242;4.806;4.37;3.935;3.499;3.064;2.628;2.521;2.414;2.308;2.201;2.094;1.987;1.88;1.774;1.667;1.56;1.482;1.404;1.326;1.248;1.17;1.092;1.014;0.936;0.858;0.78;0.702;0.624;0.546;0.468;0.39;0.312;0.234;0.156;0.078;0
33;0;0.007;0.015;0.023;0.03;0.038;0.045;0.81;1.575;1.56;1.545;2.016;2.487;3.695;4.904;6.112;7.32;6.973;6.626;6.278;5.931;6.073;6.215;6.358;6.5;6.642;6.737;6.832;6.926;7.021;7.116;6.676;6.236;5.797;5.357;4.917;4.477;4.037;3.598;3.158;2.718;2.606;2.495;2.383;2.272;2.16;2.048;1.937;1.825;1.714;1.602;1.522;1.442;1.362;1.282;1.202;1.121;1.041;0.961;0.881;0.801;0.721;0.641;0.561;0.481;0.4;0.32;0.24;0.16;0.08;0
34;0;0.015;0.03;0.045;0.06;0.075;0.09;0.858;1.626;1.614;1.602;2.082;2.562;3.806;5.049;6.293;7.536;7.163;6.789;6.415;6.042;6.18;6.318;6.456;6.594;6.732;6.835;6.938;7.042;7.145;7.248;6.804;6.36;5.916;5.472;5.028;4.584;4.14;3.696;3.252;2.808;2.692;2.575;2.459;2.342;2.226;2.11;1.993;1.877;1.76;1.644;1.562;1.48;1.397;1.315;1.233;1.151;1.069;0.986;0.904;0.822;0.74;0.658;0.575;0.493;0.411;0.329;0.247;0.164;0.082;0
35;0;0.022;0.045;0.068;0.09;0.113;0.135;0.906;1.677;1.668;1.659;2.148;2.637;3.916;5.195;6.473;7.752;7.352;6.953;6.553;6.153;6.287;6.421;6.554;6.688;6.822;6.934;7.045;7.157;7.268;7.38;6.932;6.484;6.035;5.587;5.139;4.691;4.243;3.794;3.346;2.898;2.777;2.656;2.534;2.413;2.292;2.171;2.05;1.928;1.807;1.686;1.602;1.517;1.433;1.349;1.265;1.18;1.096;1.012;0.927;0.843;0.759;0.674;0.59;0.506;0.422;0.337;0.253;0.169;0.084;0
36;0;0.03;0.06;0.09;0.12;0.15;0.18;0.954;1.728;1.722;1.716;2.214;2.712;4.026;5.34;6.654;7.968;7.542;7.116;6.69;6.264;6.394;6.523;6.653;6.782;6.912;7.032;7.152;7.272;7.392;7.512;7.06;6.607;6.155;5.702;5.25;4.798;4.345;3.893;3.44;2.988;2.862;2.736;2.61;2.484;2.358;2.232;2.106;1.98;1.854;1.728;1.642;1.555;1.469;1.382;1.296;1.21;1.123;1.037;0.95;0.864;0.778;0.691;0.605;0.518;0.432;0.346;0.259;0.173;0.086;0
37;0;0.039;0.079;0.119;0.158;0.198;0.237;1.002;1.767;1.761;1.755;2.27;2.784;4.107;5.43;6.753;8.076;7.645;7.214;6.782;6.351;6.476;6.602;6.727;6.853;6.978;7.103;7.228;7.352;7.477;7.602;7.147;6.691;6.236;5.78;5.325;4.87;4.414;3.959;3.503;3.048;2.919;2.79;2.661;2.532;2.403;2.274;2.145;2.016;1.887;1.758;1.67;1.582;1.494;1.406;1.319;1.231;1.143;1.055;0.967;0.879;0.791;0.703;0.615;0.527;0.44;0.352;0.264;0.176;0.088;0
38;0;0.049;0.098;0.147;0.196;0.245;0.294;1.05;1.806;1.8;1.794;2.325;2.856;4.188;5.52;6.852;8.184;7.748;7.311;6.875;6.438;6.559;6.68;6.802;6.923;7.044;7.174;7.303;7.433;7.562;7.692;7.234;6.775;6.317;5.858;5.4;4.942;4.483;4.025;3.566;3.108;2.976;2.844;2.712;2.58;2.448;2.316;2.184;2.052;1.92;1.788;1.699;1.609;1.52;1.43;1.341;1.252;1.162;1.073;0.983;0.894;0.805;0.715;0.626;0.536;0.447;0.358;0.268;0.179;0.089;0
39;0;0.058;0.117;0.176;0.234;0.293;0.351;1.098;1.845;1.839;1.833;2.381;2.928;4.269;5.61;6.951;8.292;7.85;7.409;6.967;6.525;6.642;6.759;6.876;6.993;7.11;7.244;7.379;7.513;7.648;7.782;7.321;6.859;6.398;5.936;5.475;5.014;4.552;4.091;3.629;3.168;3.033;2.898;2.763;2.628;2.493;2.358;2.223;2.088;1.953;1.818;1.727;1.636;1.545;1.454;1.364;1.273;1.182;1.091;1;0.909;0.818;0.727;0.636;0.545;0.455;0.364;0.273;0.182;0.091;0
40;0;0.068;0.136;0.204;0.272;0.34;0.408;1.146;1.884;1.878;1.872;2.436;3;4.35;5.7;7.05;8.4;7.953;7.506;7.059;6.612;6.725;6.838;6.95;7.063;7.176;7.315;7.454;7.594;7.733;7.872;7.408;6.943;6.479;6.014;5.55;5.086;4.621;4.157;3.692;3.228;3.09;2.952;2.814;2.676;2.538;2.4;2.262;2.124;1.986;1.848;1.756;1.663;1.571;1.478;1.386;1.294;1.201;1.109;1.016;0.924;0.832;0.739;0.647;0.554;0.462;0.37;0.277;0.185;0.092;0
41;0;0.072;0.145;0.217;0.29;0.362;0.434;1.18;1.925;1.909;1.894;2.47;3.046;4.4;5.755;7.11;8.465;8.015;7.565;7.115;6.665;6.78;6.896;7.012;7.128;7.243;7.381;7.52;7.658;7.796;7.934;7.468;7.002;6.536;6.07;5.604;5.138;4.672;4.206;3.74;3.274;3.133;2.993;2.852;2.712;2.572;2.431;2.291;2.15;2.01;1.87;1.776;1.683;1.589;1.496;1.402;1.309;1.215;1.122;1.028;0.935;0.841;0.748;0.654;0.561;0.467;0.374;0.28;0.187;0.093;0
42;0;0.077;0.154;0.23;0.307;0.384;0.461;1.213;1.966;1.94;1.915;2.503;3.091;4.451;5.81;7.17;8.53;8.077;7.624;7.171;6.718;6.836;6.955;7.073;7.192;7.31;7.448;7.585;7.722;7.86;7.997;7.529;7.061;6.594;6.126;5.658;5.19;4.722;4.255;3.787;3.319;3.176;3.034;2.891;2.748;2.605;2.462;2.32;2.177;2.034;1.891;1.797;1.702;1.608;1.513;1.418;1.324;1.229;1.135;1.04;0.946;0.851;0.756;0.662;0.567;0.473;0.378;0.284;0.189;0.095;0
43;0;0.081;0.162;0.244;0.325;0.406;0.487;1.247;2.006;1.972;1.937;2.537;3.137;4.501;5.866;7.23;8.594;8.138;7.682;7.226;6.77;6.892;7.013;7.135;7.256;7.378;7.514;7.65;7.787;7.923;8.059;7.59;7.12;6.651;6.181;5.712;5.243;4.773;4.304;3.834;3.365;3.22;3.074;2.929;2.784;2.639;2.494;2.348;2.203;2.058;1.913;1.817;1.722;1.626;1.53;1.435;1.339;1.243;1.148;1.052;0.956;0.861;0.765;0.669;0.574;0.478;0.383;0.287;0.191;0.096;0
44;0;0.086;0.171;0.257;0.342;0.428;0.514;1.28;2.047;2.003;1.958;2.57;3.182;4.552;5.921;7.29;8.659;8.2;7.741;7.282;6.823;6.948;7.072;7.196;7.32;7.445;7.58;7.716;7.851;7.986;8.122;7.65;7.179;6.708;6.237;5.766;5.295;4.824;4.353;3.882;3.41;3.263;3.115;2.968;2.82;2.672;2.525;2.377;2.23;2.082;1.934;1.838;1.741;1.644;1.548;1.451;1.354;1.257;1.161;1.064;0.967;0.87;0.774;0.677;0.58;0.484;0.387;0.29;0.193;0.097;0
45;0;0.09;0.18;0.27;0.36;0.45;0.54;1.314;2.088;2.034;1.98;2.604;3.228;4.602;5.976;7.35;8.724;8.262;7.8;7.338;6.876;7.003;7.13;7.258;7.385;7.512;7.646;7.781;7.915;8.05;8.184;7.711;7.238;6.766;6.293;5.82;5.347;4.874;4.402;3.929;3.456;3.306;3.156;3.006;2.856;2.706;2.556;2.406;2.256;2.106;1.956;1.858;1.76;1.663;1.565;1.467;1.369;1.271;1.174;1.076;0.978;0.88;0.782;0.685;0.587;0.489;0.391;0.293;0.196;0.098;0
46;0;0.094;0.188;0.282;0.376;0.47;0.564;1.34;2.115;2.056;1.997;2.629;3.261;4.634;6.008;7.381;8.755;8.294;7.833;7.373;6.912;7.043;7.173;7.304;7.435;7.565;7.7;7.834;7.968;8.103;8.237;7.763;7.289;6.816;6.342;5.868;5.394;4.92;4.447;3.973;3.499;3.347;3.195;3.044;2.892;2.74;2.589;2.437;2.285;2.133;1.982;1.883;1.784;1.684;1.585;1.486;1.387;1.288;1.189;1.09;0.991;0.892;0.793;0.694;0.595;0.495;0.396;0.297;0.198;0.099;0
47;0;0.098;0.196;0.294;0.392;0.49;0.588;1.365;2.143;2.079;2.014;2.654;3.293;4.666;6.039;7.413;8.786;8.326;7.867;7.407;6.948;7.082;7.216;7.35;7.484;7.618;7.753;7.887;8.021;8.156;8.29;7.815;7.341;6.866;6.391;5.916;5.441;4.966;4.491;4.017;3.542;3.388;3.235;3.081;2.928;2.775;2.621;2.468;2.314;2.161;2.007;1.907;1.807;1.706;1.606;1.506;1.405;1.305;1.204;1.104;1.004;0.903;0.803;0.703;0.602;0.502;0.401;0.301;0.201;0.1;0
48;0;0.102;0.204;0.306;0.408;0.51;0.612;1.391;2.17;2.101;2.031;2.679;3.326;4.698;6.071;7.444;8.817;8.358;7.9;7.442;6.984;7.121;7.259;7.396;7.534;7.671;7.806;7.94;8.075;8.209;8.343;7.868;7.392;6.916;6.44;5.964;5.488;5.012;4.536;4.06;3.585;3.429;3.274;3.119;2.964;2.809;2.654;2.499;2.343;2.188;2.033;1.931;1.83;1.728;1.627;1.525;1.423;1.322;1.22;1.118;1.017;0.915;0.813;0.712;0.61;0.508;0.407;0.305;0.203;0.102;0
49;0;0.106;0.212;0.318;0.424;0.53;0.636;1.417;2.198;2.123;2.049;2.703;3.358;4.731;6.103;7.475;8.847;8.391;7.934;7.477;7.02;7.161;7.302;7.443;7.584;7.725;7.859;7.993;8.128;8.262;8.397;7.92;7.443;6.966;6.489;6.012;5.535;5.058;4.581;4.104;3.627;3.471;3.314;3.157;3;2.843;2.686;2.529;2.373;2.216;2.059;1.956;1.853;1.75;1.647;1.544;1.441;1.338;1.235;1.132;1.029;0.926;0.824;0.721;0.618;0.515;0.412;0.309;0.206;0.103;0
